Timestamp,NOBITEX Last Update Time ,RAMZINEX Last Update Time,Exchange,Symbol (NOBITEX),Pair ID (RAMZINEX),Lowest Ask Price (NOBITEX),Highest Bid Price (NOBITEX),Lowest Ask Price (RAMZINEX),Highest Bid Price (RAMZINEX),Lowest Ask Volume(NOBITEX),Highest Bid Volume (NOBITEX),Lowest Ask Volume (RAMZINEX),Highest Bid Volume (RAMZINEX),Benefit,Percent,Action,Nobitex To Ramzinex Unit Ratio
2023-12-12 16:35:39,1702386337668,0,NOBITEX-RAMZINEX,TRXIRT,25,53060.0,53050.0,53360.0,53359.0,58.2,3219.5,2741.300913,122.2234,17401.8,1.0056351300414625,0,1
2023-12-12 16:35:39,1702386337832,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,679033.9,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:39,1702386337690,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:39,1702386337836,0,NOBITEX-RAMZINEX,RNDRIRT,355,2069470.0,2063000.0,2055000.0,2052979.0,11.767,1618.91,0.01,78.0,80.0,1.0038929440389295,1,1
2023-12-12 16:35:39,1702386337749,0,NOBITEX-RAMZINEX,SNXIRT,374,2370600.0,2362000.0,2499980.0,2377141.0,128.6,704.5,48.5059,5.96,38984.36,1.0027592170758457,0,1
2023-12-12 16:35:39,1702386337850,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:39,1702386338021,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:41,1702386339983,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:41,1702386339277,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656780.0,3693157.0,3685446.0,39.2,1908.4,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:41,1702386339966,0,NOBITEX-RAMZINEX,TRXIRT,25,53060.0,53050.0,53360.0,53359.0,58.2,3219.5,2741.300913,122.2234,17401.8,1.0056351300414625,0,1
2023-12-12 16:35:41,1702386339376,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,679033.9,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:41,1702386339983,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:41,1702386339371,0,NOBITEX-RAMZINEX,RNDRIRT,355,2069470.0,2063000.0,2055000.0,2052979.0,11.767,1618.91,0.01,78.0,80.0,1.0038929440389295,0,1
2023-12-12 16:35:41,1702386339276,0,NOBITEX-RAMZINEX,SNXIRT,374,2370600.0,2362000.0,2499980.0,2377141.0,128.6,704.5,48.5059,5.96,38984.36,1.0027592170758457,0,1
2023-12-12 16:35:41,1702386339381,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:41,1702386339554,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:44,1702386343091,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:44,1702386342357,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656780.0,3693157.0,3685446.0,39.2,1908.4,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:44,1702386343075,0,NOBITEX-RAMZINEX,TRXIRT,25,53060.0,53050.0,53360.0,53359.0,58.2,3219.5,2741.300913,122.2234,17401.8,1.0056351300414625,0,1
2023-12-12 16:35:44,1702386342440,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,679033.9,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:44,1702386343098,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:44,1702386342357,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362000.0,2499980.0,2377141.0,1.2,704.5,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:35:44,1702386342448,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:44,1702386342623,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:47,1702386344615,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:47,1702386344691,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656780.0,3693157.0,3685446.0,39.2,1908.4,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:47,1702386344593,0,NOBITEX-RAMZINEX,TRXIRT,25,53060.0,53050.0,53360.0,53359.0,58.2,3219.5,2741.300913,122.2234,17401.8,1.0056351300414625,0,1
2023-12-12 16:35:47,1702386344768,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,679033.9,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:47,1702386344616,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:47,1702386344689,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362000.0,2499980.0,2377141.0,1.2,704.5,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:35:47,1702386344785,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:47,1702386344956,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:50,1702386348566,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:50,1702386348636,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656780.0,3693157.0,3685446.0,39.2,1908.4,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:50,1702386348547,0,NOBITEX-RAMZINEX,TRXIRT,25,53060.0,53050.0,53360.0,53359.0,58.2,3219.5,2741.300913,122.2234,17401.8,1.0056351300414625,0,1
2023-12-12 16:35:50,1702386348725,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:50,1702386348569,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:50,1702386348634,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362010.0,2499980.0,2377141.0,1.2,2910.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:35:50,1702386348729,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:50,1702386348906,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:53,1702386351689,0,NOBITEX-RAMZINEX,USDTIRT,11,507800.0,507770.0,508449.0,508448.0,12.71,10.37,1573.41,31.11,8236.08,1.0012760929499802,0,1
2023-12-12 16:35:53,1702386351664,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:53,1702386351729,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656790.0,3693157.0,3685446.0,39.2,15.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:53,1702386351647,0,NOBITEX-RAMZINEX,TRXIRT,25,53270.0,53050.0,53360.0,53359.0,1150.4,3219.5,2741.300913,122.2234,10877.882599999999,1.0016707339966209,0,1
2023-12-12 16:35:53,1702386351827,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:53,1702386351671,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:53,1702386351736,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362150.0,2499980.0,2377141.0,1.2,641.3,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:35:53,1702386351825,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:53,1702386352021,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:56,1702386354007,0,NOBITEX-RAMZINEX,USDTIRT,11,507800.0,507770.0,508449.0,508448.0,12.71,10.37,1573.41,31.11,8236.08,1.0012760929499802,0,1
2023-12-12 16:35:56,1702386353985,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:56,1702386354055,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656790.0,3693157.0,3685446.0,39.2,15.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:56,1702386353353,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:56,1702386353986,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:56,1702386354041,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362150.0,2499980.0,2377141.0,1.2,641.3,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:35:56,1702386353368,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:56,1702386353558,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:35:59,1702386357901,0,NOBITEX-RAMZINEX,USDTIRT,11,507800.0,507120.0,508449.0,508448.0,12.71,664.68,1573.41,31.11,8236.08,1.0012760929499802,0,1
2023-12-12 16:35:59,1702386357881,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:35:59,1702386357943,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656810.0,3693157.0,3685446.0,39.2,8.8,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:35:59,1702386358042,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:35:59,1702386357885,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:35:59,1702386357948,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:35:59,1702386358052,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:35:59,1702386358227,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:02,1702386361029,0,NOBITEX-RAMZINEX,USDTIRT,11,507850.0,507800.0,508449.0,508448.0,874.48,11.58,1573.41,31.11,18603.78,1.0011775130451905,0,1
2023-12-12 16:36:02,1702386361000,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:02,1702386361094,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656810.0,3693157.0,3685446.0,39.2,8.8,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:02,1702386360368,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:02,1702386361019,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:36:02,1702386361081,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:02,1702386360392,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:36:02,1702386360549,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:04,1702386362590,0,NOBITEX-RAMZINEX,USDTIRT,11,507850.0,507800.0,508449.0,508448.0,874.48,11.58,1573.41,31.11,18603.78,1.0011775130451905,0,1
2023-12-12 16:36:04,1702386362575,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:04,1702386362649,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656810.0,3693157.0,3685446.0,39.2,8.8,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:04,1702386362723,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:04,1702386362577,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448200.0,448000.0,447943.0,309.0,5.0,18.7585,892.97,1000.0,1.0004464285714285,0,1
2023-12-12 16:36:04,1702386362633,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:04,1702386362752,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:36:04,1702386362917,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:07,1702386366448,0,NOBITEX-RAMZINEX,USDTIRT,11,507770.0,507120.0,508449.0,508448.0,110.49,664.68,1573.41,31.11,21092.579999999998,1.00133525021171,0,1
2023-12-12 16:36:07,1702386366435,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:07,1702386366499,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656820.0,3693157.0,3685446.0,39.2,1225.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:07,1702386366585,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:07,1702386366439,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448520.0,448000.0,446541.0,309.0,5.0,18.7585,376.57,2600.0,1.0011607142857142,0,1
2023-12-12 16:36:07,1702386366494,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:07,1702386366602,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20461.0,8950.0,666.7,293.0,2667.0,123060.0,1.02,0,1
2023-12-12 16:36:07,1702386366779,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:11,1702386369533,0,NOBITEX-RAMZINEX,USDTIRT,11,507770.0,507120.0,508449.0,508448.0,414.15,664.68,1573.41,31.11,21092.579999999998,1.00133525021171,0,1
2023-12-12 16:36:11,1702386369518,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:11,1702386369594,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656820.0,3693157.0,3685446.0,39.2,1225.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:11,1702386369671,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:11,1702386369517,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448520.0,448000.0,447992.0,309.0,5.0,18.7585,766.97,2600.0,1.0011607142857142,0,1
2023-12-12 16:36:11,1702386369576,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:11,1702386369685,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20457.0,8950.0,666.7,293.0,6171.0,123060.0,1.02,0,1
2023-12-12 16:36:11,1702386369851,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:14,1702386371844,0,NOBITEX-RAMZINEX,USDTIRT,11,507770.0,507120.0,508449.0,508448.0,414.15,664.68,1573.41,31.11,21092.579999999998,1.00133525021171,0,1
2023-12-12 16:36:14,1702386371834,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:14,1702386371901,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656820.0,3693157.0,3685446.0,39.2,1225.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:14,1702386371982,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:14,1702386371832,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448220.0,448000.0,447992.0,309.0,226.0,18.7585,766.97,4126.87,1.0004910714285715,0,1
2023-12-12 16:36:14,1702386371908,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:14,1702386371997,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20457.0,8950.0,666.7,293.0,6171.0,123060.0,1.02,0,1
2023-12-12 16:36:14,1702386371381,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:16,1702386374926,0,NOBITEX-RAMZINEX,USDTIRT,11,507770.0,507120.0,508449.0,508448.0,414.15,643.59,1573.41,31.11,21092.579999999998,1.00133525021171,0,1
2023-12-12 16:36:16,1702386374900,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:16,1702386374967,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656820.0,3693157.0,3685446.0,39.2,1225.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:16,1702386374291,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:16,1702386374907,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448220.0,448000.0,447992.0,309.0,226.0,18.7585,766.97,4126.87,1.0004910714285715,0,1
2023-12-12 16:36:16,1702386374964,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:16,1702386374301,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20457.0,8950.0,666.7,293.0,6171.0,123060.0,1.02,0,1
2023-12-12 16:36:16,1702386374467,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:19,1702386376475,0,NOBITEX-RAMZINEX,USDTIRT,11,507770.0,507120.0,508449.0,508448.0,414.15,643.59,1573.41,31.11,21092.579999999998,1.00133525021171,0,1
2023-12-12 16:36:19,1702386376448,0,NOBITEX-RAMZINEX,DOGEIRT,10,48860.0,48854.0,48902.0,48901.0,58.0,1504.0,1369.0,19.0,779.0,1.0008391322144903,0,1
2023-12-12 16:36:19,1702386376509,0,NOBITEX-RAMZINEX,DOTIRT,29,3673000.0,3656820.0,3693157.0,3685446.0,39.2,1225.0,28.2266,5.97,74302.62,1.003388510754152,0,1
2023-12-12 16:36:19,1702386376609,0,NOBITEX-RAMZINEX,CELRIRT,269,10350.0,10300.0,10294.0,10244.0,672144.8,1409.6,114.84,15000.0,689.04,1.0005828638041578,0,1
2023-12-12 16:36:19,1702386376458,0,NOBITEX-RAMZINEX,MATICIRT,71,449460.0,448220.0,448000.0,447992.0,309.0,226.0,18.7585,766.97,4126.87,1.0004910714285715,0,1
2023-12-12 16:36:19,1702386376515,0,NOBITEX-RAMZINEX,SNXIRT,374,2371250.0,2362160.0,2499980.0,2377141.0,1.2,2940.0,48.5059,5.96,7069.2,1.00248434370058,0,1
2023-12-12 16:36:19,1702386376627,0,NOBITEX-RAMZINEX,SNTIRT,384,21470.0,21420.0,21000.0,20457.0,8950.0,666.7,293.0,6171.0,123060.0,1.02,0,1
2023-12-12 16:36:19,1702386376799,0,NOBITEX-RAMZINEX,DAIUSDT,240,1.0015,1.0,1.05,1.03,1348.79,15267.82,18.9,0.01,0.0002849999999999997,1.0284573140289566,0,1
2023-12-12 16:36:22,1702386381899,0,NOBITEX-RAMZINEX,BTCIRT,2,21201180030.0,21201180000.0,21336354007.0,21217203170.0,0.005525,0.000707,0.00055,0.01885,88527.84850000001,1.0007557664232523,1,1
